PROBEID	ENTREZ	SYMBOL
ILMN_1724145	8535	CBX4
ILMN_1704531	22949	PTGR1
ILMN_2349633	8784	TNFRSF18
ILMN_1787981	4237	MFAP2
ILMN_1749591	3683	ITGAL
ILMN_1813837	11092	C9orf9
ILMN_1758049	4774	NFIA
ILMN_1714592	978	CDA
ILMN_1656057	5328	PLAU
ILMN_1811313	6586	SLIT3
ILMN_1734596	123036	TC2N
ILMN_1776516	3706	ITPKA
ILMN_1677680	2257	FGF12
ILMN_1728380	493911	PHOSPHO2
ILMN_1748473	55303	GIMAP4
ILMN_1804396	64207	IRF2BPL
ILMN_1696510	728932	GPR89C
ILMN_2171384	6374	CXCL5
ILMN_1802392	5890	RAD51B
ILMN_1776121	343990	C2orf55
ILMN_1720235	122622	ADSSL1
ILMN_1723287	28968	SLC6A16
ILMN_1777998	9938	ARHGAP25
ILMN_1749070	3115	HLA-DPB1
ILMN_1660519	285382	C3orf70
ILMN_1780465	23601	CLEC5A
ILMN_1703108	9246	UBE2L6
ILMN_1799015	5827	PXMP2
ILMN_1675878	285359	LOC285359
ILMN_2089329	10253	SPRY2
ILMN_1740015	929	CD14
ILMN_1743950	374918	IGFL1
ILMN_2111932	347735	SERINC2
ILMN_1724495	91404	SESTD1
ILMN_1779147	8507	ENC1
ILMN_1757639	165679	SPTSSB
ILMN_1666503	27147	DENND2A
ILMN_1705849	6697	SPR
ILMN_1757440	138311	FAM69B
ILMN_1722945	347744	C6orf52
ILMN_2182120	51639	SF3B14
ILMN_2187830	902	CCNH
ILMN_1797047	441027	TMEM150C
ILMN_1674402	137835	TMEM71
ILMN_1768582	5516	PPP2CB
ILMN_1677402	387763	C11orf96
ILMN_1736103	3709	ITPR2
ILMN_1746206	22994	AZI1
ILMN_2310909	489	ATP2A3
ILMN_1688642	10319	LAMC3
ILMN_1683120	7374	UNG
ILMN_1692026	51111	SUV420H1
ILMN_1685378	6201	RPS7
ILMN_1783097	100130000	LOC100130000
ILMN_1654287	115	ADCY9
ILMN_1657701	10432	RBM14
ILMN_2151056	119032	C10orf32
ILMN_1802646	2051	EPHB6
ILMN_1680727	51022	GLRX2
ILMN_1688864	57010	CABP4
ILMN_1665425	56475	RPRM
ILMN_1690695	8800	PEX11A
ILMN_1752478	9249	DHRS3
ILMN_1653501	7869	SEMA3B
ILMN_1772627	27065	D4S234E
ILMN_1691747	10656	KHDRBS3
ILMN_1787815	57761	TRIB3
ILMN_2141482	5176	SERPINF1
ILMN_1764573	7503	XIST
ILMN_2183687	54923	LIME1
ILMN_1795976	118980	SFXN2
ILMN_1801254	4671	NAIP
ILMN_1715214	5778	PTPN7
ILMN_1806651	79668	PARP8
ILMN_1751586	375719	AQP7P1
ILMN_2410924	5352	PLOD2
ILMN_2156172	3099	HK2
ILMN_1758128	114757	CYGB
ILMN_1808661	401505	TOMM5
ILMN_2102330	1296	COL8A2
ILMN_1662852	124152	IQCK
ILMN_1767006	5696	PSMB8
ILMN_1677885	2329	FMO4
ILMN_1715715	1050	CEBPA
ILMN_1683598	2182	ACSL4
ILMN_1718771	149473	CCDC24
ILMN_1709674	9945	GFPT2
ILMN_1770673	80709	AKNA
ILMN_2055700	7884	SLBP
ILMN_1709039	6137	RPL13
ILMN_1686082	122616	C14orf79
ILMN_2339835	5742	PTGS1
ILMN_1726114	85414	SLC45A3
ILMN_1682775	1906	EDN1
ILMN_1703538	199	AIF1
ILMN_1773427	23189	KANK1
ILMN_2411236	4897	NRCAM
ILMN_1809477	23589	CARHSP1
ILMN_1721495	9719	ADAMTSL2
ILMN_1811117	400986	ANKRD36C
ILMN_1715543	641371	ACOT1
ILMN_1753063	56992	KIF15
ILMN_1676749	89876	C3orf15
ILMN_2235137	2177	FANCD2
ILMN_2228732	901	CCNG2
ILMN_1738147	10763	NES
ILMN_1751326	221303	FAM162B
ILMN_1771320	401261	FLJ38717
ILMN_1772286	132299	OCIAD2
ILMN_1694325	4784	NFIX
ILMN_2122374	51571	FAM49B
ILMN_1743714	29775	CARD10
ILMN_1747593	3671	ISLR
ILMN_1781517	8513	LIPF
ILMN_2128639	254427	C10orf47
ILMN_2376455	1438	CSF2RA
ILMN_1683939	7434	VIPR2
ILMN_1659960	259307	IL4I1
ILMN_1806473	340542	BEX5
ILMN_2346727	57509	MTUS1
ILMN_1727080	4646	MYO6
ILMN_1740493	7188	TRAF5
ILMN_1711005	993	CDC25A
ILMN_2349393	4192	MDK
ILMN_1810199	80150	ASRGL1
ILMN_1662038	9215	LARGE
ILMN_2411282	5768	QSOX1
ILMN_2390919	2199	FBLN2
ILMN_2143685	1366	CLDN7
ILMN_1786041	140462	ASB9
ILMN_1721127	8351	HIST1H3D
ILMN_1790228	5045	FURIN
ILMN_2073289	9788	MTSS1
ILMN_2096985	4329	ALDH6A1
ILMN_1749799	79366	HMGN5
ILMN_1665994	6490	PMEL
ILMN_1720511	57633	LRRN1
ILMN_1655642	55215	FANCI
ILMN_1788149	79858	NEK11
ILMN_1741422	2530	FUT8
ILMN_1740571	100506658	OCLN
ILMN_1771264	80237	ELL3
ILMN_2410523	4921	DDR2
ILMN_1711899	302	ANXA2
ILMN_1669032	5480	PPIC
ILMN_1761946	150696	PROM2
ILMN_1667519	22800	RRAS2
ILMN_2396020	1848	DUSP6
ILMN_1909156	100505806	LOC100505806
ILMN_1652237	874	CBR3
ILMN_1663401	55323	LARP6
ILMN_2372398	7915	ALDH5A1
ILMN_2205050	5613	PRKX
ILMN_2072622	100288413	ERVMER34-1
ILMN_1796629	1909	EDNRA
ILMN_1780582	9308	CD83
ILMN_1748529	6019	RLN2
ILMN_1664511	10403	NDC80
ILMN_1736238	27232	GNMT
ILMN_1748755	3751	KCND2
ILMN_1752935	161291	TMEM30B
ILMN_1756439	9805	SCRN1
ILMN_1697802	84275	SLC25A33
ILMN_2412214	3965	LGALS9
ILMN_2237428	79966	SCD5
ILMN_1659297	8323	FZD6
ILMN_1756550	54830	NUP62CL
ILMN_1788250	23641	LDOC1
ILMN_1756935	114880	OSBPL6
ILMN_1671237	2793	GNGT2
ILMN_2054607	285440	CYP4V2
ILMN_1795166	5745	PTH1R
ILMN_1732717	112703	FAM71E1
ILMN_2208413	55843	ARHGAP15
ILMN_1785732	7130	TNFAIP6
ILMN_2288070	79068	FTO
ILMN_1776047	3327	HSP90AB3P
ILMN_2329914	10252	SPRY1
ILMN_1797372	205428	C3orf58
ILMN_1662917	4004	LMO1
ILMN_1680626	10130	PDIA6
ILMN_1688464	79929	MAP6D1
ILMN_1712632	7498	XDH
ILMN_1656386	9871	SEC24D
ILMN_1768969	3930	LBR
ILMN_1756860	9352	TXNL1
ILMN_1709067	148398	SAMD11
ILMN_2214790	3912	LAMB1
ILMN_1738684	9379	NRXN2
ILMN_1653358	2525	FUT3
ILMN_1752665	79767	ELMO3
ILMN_2041222	284085	KRT18P55
ILMN_1786139	79001	VKORC1
ILMN_1736700	226	ALDOA
ILMN_1665372	5349	FXYD3
ILMN_1695271	54913	RPP25
ILMN_2075065	9415	FADS2
ILMN_1809490	344148	NCKAP5
ILMN_2309180	6604	SMARCD3
ILMN_1785852	64859	OBFC2A
ILMN_1679322	63898	SH2D4A
ILMN_1704353	3321	IGSF3
ILMN_1784256	50810	HDGFRP3
ILMN_1693421	6185	RPN2
ILMN_2181060	26586	CKAP2
ILMN_2367487	145447	ABHD12B
ILMN_1733579	2123	EVI2A
ILMN_1658015	10150	MBNL2
ILMN_1807554	2138	EYA1
ILMN_1745005	79017	GGCT
ILMN_1802642	10040	TOM1L1
ILMN_1862217	83464	APH1B
ILMN_1810797	10810	WASF3
ILMN_1733627	23327	NEDD4L
ILMN_1803593	7473	WNT3
ILMN_1739541	9111	NMI
ILMN_1663113	23170	TTLL12
ILMN_1779015	168544	ZNF467
ILMN_1806463	340307	CTAGE6P
ILMN_1808301	84311	MRPL45
ILMN_1803673	113230	LOC113230
ILMN_1725244	8520	HAT1
ILMN_1735367	51170	HSD17B11
ILMN_1654370	10420	TESK2
ILMN_1720771	8676	STX11
ILMN_1810054	1264	CNN1
ILMN_1724789	966	CD59
ILMN_2353633	30817	EMR2
ILMN_1759453	7381	UQCRB
ILMN_1728298	388228	SBK1
ILMN_2103547	440270	GOLGA8B
ILMN_2347234	3276	PRMT1
ILMN_1786359	6167	RPL37
ILMN_1768962	26993	AKAP8L
ILMN_1713901	11015	KDELR3
ILMN_1808789	55930	MYO5C
ILMN_2234343	51205	ACP6
ILMN_1656132	154197	PNLDC1
ILMN_1715991	8436	SDPR
ILMN_1659752	64853	AIDA
ILMN_1697559	2539	G6PD
ILMN_2290998	9973	CCS
ILMN_1679809	2950	GSTP1
ILMN_1787280	79000	C1orf135
ILMN_1755115	9349	RPL23
ILMN_1704985	1593	CYP27A1
ILMN_1679256	8120	AP3B2
ILMN_1655545	84217	ZMYND12
ILMN_1712998	10699	CORIN
ILMN_1694426	4920	ROR2
ILMN_1713668	7257	TSNAX
ILMN_1696254	124936	CYB5D2
ILMN_1770338	4071	TM4SF1
ILMN_1664094	53829	P2RY13
ILMN_1674160	274	BIN1
ILMN_1778977	7305	TYROBP
ILMN_1708340	1612	DAPK1
ILMN_1789733	25999	CLIP3
ILMN_1660462	255231	MCOLN2
ILMN_1701643	81544	GDPD5
ILMN_1754078	164633	CABP7
ILMN_1669286	7534	YWHAZ
ILMN_1738849	6549	SLC9A2
ILMN_1669940	55151	TMEM38B
ILMN_1789074	3303	HSPA1A
ILMN_1776327	100132999	LOC100132999
ILMN_1775182	2936	GSR
ILMN_1716384	64225	ATL2
ILMN_1813955	29946	SERTAD3
ILMN_1686388	7170	TPM3
ILMN_1654722	255027	MPV17L
ILMN_1694533	55005	RMND1
ILMN_1661197	23529	CLCF1
ILMN_1687519	8773	SNAP23
ILMN_1694548	306	ANXA3
ILMN_2136133	26986	PABPC1
ILMN_1705258	8532	CPZ
ILMN_2401927	123016	TTC8
ILMN_2362902	83593	RASSF5
ILMN_1754660	219654	ZCCHC24
ILMN_1811238	115701	ALPK2
ILMN_2224907	201895	C4orf34
ILMN_1744003	204962	SLC44A5
ILMN_1731070	23594	ORC6
ILMN_1708375	3659	IRF1
ILMN_1736965	59307	SIGIRR
ILMN_1809928	1292	COL6A2
ILMN_1763657	80319	CXXC4
ILMN_1672660	4155	MBP
ILMN_1722726	9743	ARHGAP32
ILMN_1804445	80063	ATF7IP2
ILMN_2413808	963	CD53
ILMN_1655748	64288	ZNF323
ILMN_1742109	131118	DNAJC19
ILMN_2177156	6657	SOX2
ILMN_1803423	9459	ARHGEF6
ILMN_2112915	1815	DRD4
ILMN_1736178	165	AEBP1
ILMN_2347888	113251	LARP4
ILMN_1700183	187	APLNR
ILMN_1780334	3759	KCNJ2
ILMN_1773389	5360	PLTP
ILMN_1760303	5295	PIK3R1
ILMN_1654518	100316904	SAP25
ILMN_1713686	146433	IL34
ILMN_1654915	4301	MLLT4
ILMN_2183784	54970	TTC12
ILMN_1672295	80149	ZC3H12A
ILMN_1705346	26960	NBEA
ILMN_2060212	57465	TBC1D24
ILMN_1798204	50615	IL21R
ILMN_1672350	58494	JAM2
ILMN_1710622	90527	DUOXA1
ILMN_1735700	11202	KLK8
ILMN_1689046	54502	RBM47
ILMN_1783956	79895	ATP8B4
ILMN_2193706	8739	HRK
ILMN_1810915	2166	FAAH
ILMN_1668012	10165	SLC25A13
ILMN_1749115	6253	RTN2
ILMN_1706505	1289	COL5A1
ILMN_1671046	3316	HSPB2
ILMN_2134224	57130	ATP13A1
ILMN_1803094	80310	PDGFD
ILMN_1798270	56935	C11orf75
ILMN_2386100	9184	BUB3
ILMN_1681984	55568	GALNT10
ILMN_2172174	4860	PNP
ILMN_2353358	3964	LGALS8
ILMN_2098616	389289	C5orf39
ILMN_1695946	388610	TRNP1
ILMN_1873621	9423	NTN1
ILMN_1703337	100008588	RN18S1
ILMN_1718520	55328	RNLS
ILMN_2366330	83706	FERMT3
ILMN_1782045	2288	FKBP4
ILMN_1773855	126129	CPT1C
ILMN_1763539	51124	IER3IP1
ILMN_2384807	85444	LRRCC1
ILMN_1774982	148170	CDC42EP5
ILMN_1808919	89781	HPS4
ILMN_1652185	3566	IL4R
ILMN_2346316	653129	PTPN20A
ILMN_1656904	6509	SLC1A4
ILMN_1716014	6138	RPL15
ILMN_1697268	84034	EMILIN2
ILMN_1795865	53834	FGFRL1
ILMN_1738558	8601	RGS20
ILMN_1657373	55214	LEPREL1
ILMN_1706813	11254	SLC6A14
ILMN_1671554	23175	LPIN1
ILMN_1667561	3475	IFRD1
ILMN_1790881	3176	HNMT
ILMN_1809439	3146	HMGB1
ILMN_1691930	23466	CBX6
ILMN_1797660	158046	NXNL2
ILMN_1911605	10818	FRS2
ILMN_1667371	6503	SLA
ILMN_1808837	6130	RPL7A
ILMN_1792409	154796	AMOT
ILMN_1813746	7464	CORO2A
ILMN_1688500	57575	PCDH10
ILMN_1682402	94161	SNORD46
ILMN_1754538	84293	C10orf58
ILMN_1730995	84632	AFAP1L2
ILMN_1777660	9781	RNF144A
ILMN_1795464	4049	LTA
ILMN_1807833	81502	HM13
ILMN_1662306	285282	RABL3
ILMN_1728107	2788	GNG7
ILMN_2398261	2260	FGFR1
ILMN_1676984	1649	DDIT3
ILMN_1661618	128602	C20orf85
ILMN_1703005	8665	EIF3F
ILMN_1766539	8407	TAGLN2
ILMN_1695135	8521	GCM1
ILMN_1671891	55022	PID1
ILMN_1669888	1475	CSTA
ILMN_2088124	201799	TMEM154
ILMN_1692340	389114	ZNF662
ILMN_1805408	100506128	LOC100506128
ILMN_1779374	9949	AMMECR1
ILMN_1689400	1195	CLK1
ILMN_2079042	149708	WFDC5
ILMN_1681087	56301	SLC7A10
ILMN_1785107	55916	NXT2
ILMN_1803686	100	ADA
ILMN_1784706	2564	GABRE
ILMN_1790338	51450	PRRX2
ILMN_1665331	275	AMT
ILMN_1732923	57568	SIPA1L2
ILMN_1715969	51312	SLC25A37
ILMN_2205882	79730	NSUN7
ILMN_1724207	3712	IVD
ILMN_1661491	6456	SH3GL2
ILMN_2077550	29127	RACGAP1
ILMN_1768575	6441	SFTPD
ILMN_1720233	54883	CWC25
ILMN_1660114	22915	MMRN1
ILMN_1732976	2259	FGF14
ILMN_2415439	8883	NAE1
ILMN_1685608	4885	NPTX2
ILMN_1702363	23213	SULF1
ILMN_2075189	54733	SLC35F2
ILMN_1803018	90990	KIFC2
ILMN_1670305	710	SERPING1
ILMN_1808071	9928	KIF14
ILMN_2104295	130733	TMEM178
ILMN_1664912	3590	IL11RA
ILMN_2267914	968	CD68
ILMN_1704291	51142	CHCHD2
ILMN_1688184	10675	CSPG5
ILMN_1716237	10965	ACOT2
ILMN_2125675	728643	LOC728643
ILMN_2223805	95681	CEP41
ILMN_1658469	11257	TP53TG1
ILMN_1714349	26035	GLCE
ILMN_1775486	8082	SSPN
ILMN_2111237	4330	MN1
ILMN_1808494	3698	ITIH2
ILMN_1658289	84058	WDR54
ILMN_1653498	10261	IGSF6
ILMN_1699254	57475	PLEKHH1
ILMN_1772521	25902	MTHFD1L
ILMN_1810420	8291	DYSF
ILMN_1739374	79570	NKAIN1
ILMN_1698323	55041	PLEKHB2
ILMN_1785265	5358	PLS3
ILMN_1773963	2769	GNA15
ILMN_1666392	54361	WNT4
ILMN_1714759	29097	CNIH4
ILMN_2375879	7422	VEGFA
ILMN_1695719	27161	EIF2C2
ILMN_1707720	6510	SLC1A5
ILMN_1659990	29923	HILPDA
ILMN_1731374	1363	CPE
ILMN_2102670	2624	GATA2
ILMN_1697548	23266	LPHN2
ILMN_1661342	23157	SEPT6
ILMN_1678353	10160	FARP1
ILMN_1689725	6176	RPLP1
ILMN_1732080	474338	SUMO1P3
ILMN_1765668	53833	IL20RB
ILMN_1718766	4494	MT1F
ILMN_1767324	1978	EIF4EBP1
ILMN_2189306	6092	ROBO2
ILMN_1711517	283365	OR6C6
ILMN_2407346	197257	LDHD
ILMN_1709795	5880	RAC2
ILMN_2149815	1572	CYP2F1
ILMN_1677827	51284	TLR7
ILMN_2225548	25925	ZNF521
ILMN_2124241	139221	MUM1L1
ILMN_1751886	9985	REC8
ILMN_2096784	7022	TFAP2C
ILMN_2062381	84458	LCOR
ILMN_1761260	22837	COBLL1
ILMN_1701613	5920	RARRES3
ILMN_1760246	8927	BSN
ILMN_1692219	80223	RAB11FIP1
ILMN_1772814	51701	NLK
ILMN_2318568	54985	HCFC1R1
ILMN_2116594	51463	GPR89B
ILMN_1762091	79820	CATSPERB
ILMN_1788489	8968	HIST1H3F
ILMN_1692020	10279	PRSS16
ILMN_1742260	6744	SSFA2
ILMN_1804955	8722	CTSF
ILMN_2258816	154075	SAMD3
ILMN_2067269	8434	RECK
ILMN_1813197	84189	SLITRK6
ILMN_1711786	4778	NFE2
ILMN_1652445	5879	RAC1
ILMN_1787576	1187	CLCNKA
ILMN_1678652	26123	TCTN3
ILMN_1771964	2941	GSTA4
ILMN_1675406	84513	PPAPDC1B
ILMN_2140700	285464	CRIPAK
ILMN_1795474	10694	CCT8
ILMN_1665554	55290	BRF2
ILMN_1654331	3214	HOXB4
ILMN_1720322	5805	PTS
ILMN_1749078	7077	TIMP2
ILMN_1788017	84941	HSH2D
ILMN_1711729	442454	UQCRBP1
ILMN_1744244	1798	DPAGT1
ILMN_1761968	94274	PPP1R14A
ILMN_1655987	23166	STAB1
ILMN_1760990	6457	SH3GL3
ILMN_1712231	26751	SH3YL1
ILMN_1695880	4015	LOX
ILMN_1806403	51285	RASL12
ILMN_1670672	140738	TMEM37
ILMN_1782070	80896	NPL
ILMN_2116556	23658	LSM5
ILMN_1772612	23452	ANGPTL2
ILMN_2232854	2191	FAP
ILMN_1683755	9580	SOX13
ILMN_1676891	23097	CDK19
ILMN_1797875	241	ALOX5AP
ILMN_1810100	5090	PBX3
ILMN_1700563	79818	ZNF552
ILMN_1730809	3177	SLC29A2
ILMN_1754501	339804	C2orf74
ILMN_1799589	10811	NOXA1
ILMN_1754969	29995	LMCD1
ILMN_2124769	4904	YBX1
ILMN_2396875	3486	IGFBP3
ILMN_1670193	91703	ACY3
ILMN_1730628	6036	RNASE2
ILMN_1787844	56005	C19orf10
ILMN_1651712	54033	RBM11
ILMN_1654385	79754	ASB13
ILMN_1687213	83648	FAM167A
ILMN_1710906	153830	RNF145
ILMN_1713990	7205	TRIP6
ILMN_2371458	57007	CXCR7
ILMN_1746031	140730	RIMS4
ILMN_1656452	80178	C16orf59
ILMN_1718936	7940	LST1
ILMN_1767470	59342	SCPEP1
ILMN_1727738	83452	RAB33B
ILMN_1713058	9050	PSTPIP2
ILMN_1655974	5158	PDE6B
ILMN_1814305	54809	SAMD9
ILMN_1778104	34	ACADM
ILMN_2167416	3140	MR1
ILMN_2101832	55353	LAPTM4B
ILMN_1795435	9422	ZNF264
ILMN_1675191	202309	GAPT
ILMN_1657892	51311	TLR8
ILMN_1673548	29094	LGALSL
ILMN_1789500	340390	KIAA1875
ILMN_1794875	84803	AGPAT9
ILMN_1759097	10962	MLLT11
ILMN_1721770	5069	PAPPA
ILMN_1676728	65989	DLK2
ILMN_2282641	6916	TBXAS1
ILMN_1749403	340348	TSPAN33
ILMN_2179397	83940	TATDN1
ILMN_1735463	54932	EXD3
ILMN_1652512	25966	C2CD2
ILMN_1727524	8754	ADAM9
ILMN_1814917	7089	TLE2
ILMN_2140059	3910	LAMA4
ILMN_1770768	6504	SLAMF1
ILMN_1790689	83716	CRISPLD2
ILMN_1672743	55713	ZNF334
ILMN_1725260	995	CDC25C
ILMN_2093027	4430	MYO1B
ILMN_1781514	27253	PCDH17
ILMN_1656826	57630	SH3RF1
ILMN_1695443	80122	YSK4
ILMN_1737663	129790	C7orf13
ILMN_2194448	201595	STT3B
ILMN_2344182	84899	TMTC4
ILMN_1794349	9942	XYLB
ILMN_1742069	57643	ZSWIM5
ILMN_1715508	4837	NNMT
ILMN_2046611	55283	MCOLN3
ILMN_1737965	6785	ELOVL4
ILMN_1656951	147495	APCDD1
ILMN_1794677	11322	TMC6
ILMN_1701681	90701	SEC11C
ILMN_2157099	8900	CCNA1
ILMN_1800220	51133	KCTD3
ILMN_2041236	23108	RAP1GAP2
ILMN_1740717	126	ADH1C
ILMN_1675421	81689	ISCA1
ILMN_1738424	998	CDC42
ILMN_1712684	56975	FAM20C
ILMN_2329429	474344	GIMAP6
ILMN_2136446	8727	CTNNAL1
ILMN_1675797	54749	EPDR1
ILMN_1726893	55040	EPN3
ILMN_1770244	10951	CBX1
ILMN_1662390	253982	ASPHD1
ILMN_1801866	54014	BRWD1
ILMN_1734814	3308	HSPA4
ILMN_1747630	7913	DEK
ILMN_1673026	54927	CHCHD3
ILMN_1702171	79888	LPCAT1
ILMN_2104877	51727	CMPK1
ILMN_2086095	3398	ID2
ILMN_2094905	51397	COMMD10
ILMN_1730777	3880	KRT19
ILMN_1812902	116159	CYYR1
ILMN_1739161	8611	PPAP2A
ILMN_1662799	63940	GPSM3
ILMN_1733841	83439	TCF7L1
ILMN_1787266	6690	SPINK1
ILMN_1723522	81575	APOLD1
ILMN_1786036	55105	GPATCH2
ILMN_1658094	22891	ZNF365
ILMN_1803338	151887	CCDC80
ILMN_1684461	93664	CADPS2
ILMN_1810844	5919	RARRES2
ILMN_1766000	135293	PM20D2
ILMN_1654109	133584	EGFLAM
ILMN_1669497	114884	OSBPL10
ILMN_1738552	6507	SLC1A3
ILMN_1659085	128488	WFDC12
ILMN_2109156	5902	RANBP1
ILMN_2408543	5329	PLAUR
ILMN_1765208	2752	GLUL
ILMN_2399893	6229	RPS24
ILMN_1784320	9844	ELMO1
ILMN_1733615	22823	MTF2
ILMN_2376625	7428	VHL
ILMN_1655930	22936	ELL2
ILMN_1771084	6296	ACSM3
ILMN_1710954	283932	FBXL19-AS1
ILMN_1703852	1948	EFNB2
ILMN_1693471	283212	KLHL35
ILMN_1742813	153339	TMEM167A
ILMN_1855430	199800	C19orf76
ILMN_1723910	51352	WT1-AS
ILMN_1654773	8573	CASK
ILMN_1666819	23187	PHLDB1
ILMN_1758895	1513	CTSK
ILMN_1730888	340252	ZNF680
ILMN_1753547	6776	STAT5A
ILMN_2401641	224	ALDH3A2
ILMN_1708728	55766	H2AFJ
ILMN_2280568	375248	ANKRD36
ILMN_1711608	23635	SSBP2
ILMN_1667018	59272	ACE2
ILMN_1778681	1879	EBF1
ILMN_1685978	93974	ATPIF1
ILMN_1722397	100506453	LOC100506453
ILMN_1703969	23042	PDXDC1
ILMN_1668469	23240	KIAA0922
ILMN_1762531	2254	FGF9
ILMN_1678974	84545	MRPL43
ILMN_1672565	54931	RG9MTD1
ILMN_1730622	51466	EVL
ILMN_1743034	23095	KIF1B
ILMN_1695414	55723	ASF1B
ILMN_2075643	147463	ANKRD29
ILMN_1671489	5091	PC
ILMN_1701731	231	AKR1B1
ILMN_1792495	79026	AHNAK
ILMN_1808354	9497	SLC4A7
ILMN_2120022	221079	ARL5B
ILMN_1683415	817	CAMK2D
ILMN_1813240	1964	EIF1AX
ILMN_1724480	8313	AXIN2
ILMN_1725220	90342	FER1L5
ILMN_1732782	6326	SCN2A
ILMN_1683148	166336	PRICKLE2
ILMN_2169761	144402	CPNE8
ILMN_1692731	80727	TTYH3
ILMN_1791226	64359	NXN
ILMN_1708110	55314	TMEM144
ILMN_1667232	3804	KIR2DL3
ILMN_2150258	678	ZFP36L2
ILMN_1756417	353322	ANKRD37
ILMN_1719236	1003	CDH5
ILMN_1795930	5734	PTGER4
ILMN_1670325	55244	SLC47A1
ILMN_2322806	831	CAST
ILMN_1728662	221	ALDH3B1
ILMN_1676905	91151	TIGD7
ILMN_2359287	3655	ITGA6
ILMN_1689059	79673	ZNF329
ILMN_1781060	6854	SYN2
ILMN_1836218	25845	PP7080
ILMN_1655961	27099	SND1-IT1
ILMN_1811719	4647	MYO7A
ILMN_2386973	5318	PKP2
ILMN_1765851	8717	TRADD
ILMN_2341548	4645	MYO5B
ILMN_2048636	4200	ME2
ILMN_1712419	51473	DCDC2
ILMN_1651642	221914	GPC2
ILMN_2335754	913	CD1E
ILMN_1756806	4170	MCL1
ILMN_1676213	27286	SRPX2
ILMN_1705685	4211	MEIS1
ILMN_1669831	116843	C6orf192
ILMN_1711227	2762	GMDS
ILMN_1694778	3875	KRT18
ILMN_1782729	160365	CLECL1
ILMN_1752269	84532	ACSS1
ILMN_2124352	84259	DCUN1D5
ILMN_2205622	4583	MUC2
ILMN_1812841	116328	C8orf34
ILMN_2384591	51155	HN1
ILMN_1767337	94097	SFXN5
ILMN_2389501	3290	HSD11B1
ILMN_1712046	56265	CPXM1
ILMN_1760294	147687	ZNF417
ILMN_1664303	10553	HTATIP2
ILMN_1672504	8566	PDXK
ILMN_1835658	5081	PAX7
ILMN_1775708	6515	SLC2A3
ILMN_1664922	2317	FLNB
ILMN_1796663	338707	B4GALNT4
ILMN_2211065	641649	TMEM91
ILMN_1737631	79957	PAQR6
ILMN_2349071	10149	GPR64
ILMN_1803956	91653	BOC
ILMN_1738530	55210	ATAD3A
ILMN_1779252	10346	TRIM22
ILMN_2103720	29088	MRPL15
ILMN_1663042	6385	SDC4
ILMN_1675062	10398	MYL9
ILMN_1669376	55332	DRAM1
ILMN_1718565	1028	CDKN1C
ILMN_2085760	10095	ARPC1B
ILMN_1806023	3725	JUN
ILMN_1726138	9538	EI24
ILMN_2043809	5213	PFKM
ILMN_1658337	79647	AKIRIN1
ILMN_1761322	80206	FHOD3
ILMN_1770245	57669	EPB41L5
ILMN_1704014	730256	LOC730256
ILMN_1745282	5891	MOK
ILMN_2278152	7168	TPM1
ILMN_1785095	155066	ATP6V0E2
ILMN_1796928	80341	BPIFB2
ILMN_1744968	7881	KCNAB1
ILMN_2185866	54661	PCDHB17
ILMN_2229214	219736	STOX1
ILMN_2290808	6144	RPL21
ILMN_1654324	26508	HEYL
ILMN_2298511	552900	BOLA2
ILMN_1774207	285	ANGPT2
ILMN_1705301	7004	TEAD4
ILMN_1666553	60386	SLC25A19
ILMN_2289093	57674	RNF213
ILMN_1743367	8322	FZD4
ILMN_1739813	3373	HYAL1
ILMN_1667825	197259	MLKL
ILMN_2230683	55536	CDCA7L
ILMN_1743065	51495	PTPLAD1
ILMN_1886092	23359	FAM189A1
ILMN_1656194	83882	TSPAN10
ILMN_2317581	85358	SHANK3
ILMN_1712577	345757	FAM174A
ILMN_2205896	4213	MEIS3P1
ILMN_1736242	25894	PLEKHG4
ILMN_1809147	55007	FAM118A
ILMN_1797903	27300	ZNF544
ILMN_1767685	8710	SERPINB7
ILMN_1662166	5754	PTK7
ILMN_2404625	27040	LAT
ILMN_1745116	26090	ABHD12
ILMN_1699525	6717	SRI
ILMN_1738438	375449	MAST4
ILMN_2176037	10672	GNA13
ILMN_2214197	94241	TP53INP1
ILMN_1751264	90693	CCDC126
ILMN_1810191	8605	PLA2G4C
ILMN_1678919	55432	YOD1
ILMN_2368318	2268	FGR
ILMN_2128967	64776	C11orf1
ILMN_1674337	2286	FKBP2
ILMN_2232121	8477	GPR65
ILMN_2408851	257106	ARHGAP30
ILMN_1705407	10528	NOP56
ILMN_1735156	83959	SLC4A11
ILMN_1707491	9834	KIAA0125
ILMN_1793859	217	ALDH2
ILMN_1811836	51626	DYNC2LI1
ILMN_2394296	51128	SAR1B
ILMN_2112256	7293	TNFRSF4
ILMN_2363591	6386	SDCBP
ILMN_1802377	84223	IQCG
ILMN_1711986	84557	MAP1LC3A
ILMN_1722620	441058	MGC39584
ILMN_1783247	83938	C10orf11
ILMN_1667626	112399	EGLN3
ILMN_1658575	11227	GALNT5
ILMN_2223130	8467	SMARCA5
ILMN_1808769	84791	LINC00467
ILMN_1686664	4502	MT2A
ILMN_1784678	5087	PBX1
ILMN_1795243	6191	RPS4X
ILMN_1682953	441531	PGAM4
