PROBEID	ENTREZ	SYMBOL
ILMN_1754145	4076	CAPRIN1
ILMN_1740685	440104	TMEM198B
ILMN_1704873	6921	TCEB1
ILMN_1757338	57088	PLSCR4
ILMN_1690754	6840	SVIL
ILMN_1666191	26085	KLK13
ILMN_1701724	51608	GET4
ILMN_1684943	50852	TRAT1
ILMN_1778237	2335	FN1
ILMN_1736940	3251	HPRT1
ILMN_1758315	285195	SLC9A9
ILMN_1811574	23162	MAPK8IP3
ILMN_1694011	7472	WNT2
ILMN_1665243	55033	FKBP14
ILMN_1719543	4094	MAF
ILMN_2348975	4678	NASP
ILMN_2383484	84798	C19orf48
ILMN_1730818	284424	MIR7-3HG
ILMN_1800573	6227	RPS21
ILMN_1807501	84296	GINS4
ILMN_2307025	8904	CPNE1
ILMN_1694027	143686	SESN3
ILMN_2120210	10231	RCAN2
ILMN_2323933	3904	LAIR2
ILMN_2073604	10682	EBP
ILMN_1671158	28998	MRPL13
ILMN_2161832	137492	VPS37A
ILMN_1768662	7371	UCK2
ILMN_1664802	26118	WSB1
ILMN_1733288	51279	C1RL
ILMN_1766261	154091	SLC2A12
ILMN_1728885	85352	KIAA1644
ILMN_1686553	57508	INTS2
ILMN_2415303	10462	CLEC10A
ILMN_1714384	5095	PCCA
ILMN_1656285	25840	METTL7A
ILMN_1723678	5630	PRPH
ILMN_1651987	154467	CCDC167
ILMN_1743103	9644	SH3PXD2A
ILMN_1667239	3628	INPP1
ILMN_1805064	619383	SCARNA9
ILMN_1656420	100132341	KIAA0664L3
ILMN_2218758	64168	NECAB1
ILMN_1813490	79187	FSD1
ILMN_1706969	221336	BEND6
ILMN_1757350	1499	CTNNB1
ILMN_1680738	9315	NREP
ILMN_1679897	388555	IGFL3
ILMN_2412172	200316	APOBEC3F
ILMN_1770515	7336	UBE2V2
ILMN_1684320	23544	SEZ6L
ILMN_1776151	283298	OLFML1
ILMN_1771179	1534	CYB561
ILMN_1792997	27020	NPTN
ILMN_1726230	910	CD1B
ILMN_1740407	337876	CHSY3
ILMN_1774336	5427	POLE2
ILMN_1674662	90381	C15orf42
ILMN_1698996	6573	SLC19A1
ILMN_1661802	11069	RAPGEF4
ILMN_1770667	51696	HECA
ILMN_1793730	81501	TM7SF4
ILMN_1673917	2969	GTF2I
ILMN_1653342	64118	DUS1L
ILMN_1777322	157769	FAM91A1
ILMN_1737195	64105	CENPK
ILMN_1661717	7027	TFDP1
ILMN_1754491	389434	IYD
ILMN_1777139	84549	MAK16
ILMN_1692790	23421	ITGB3BP
ILMN_1727183	284390	ZNF763
ILMN_1667112	25793	FBXO7
ILMN_2137084	286826	LIN9
ILMN_1798308	130872	AHSA2
ILMN_1769575	83700	JAM3
ILMN_1693210	286053	NSMCE2
ILMN_2362858	29992	PILRA
ILMN_2375032	57673	BEND3
ILMN_1749930	55706	TMEM48
ILMN_1743204	1850	DUSP8
ILMN_1691927	53339	BTBD1
ILMN_1792681	79080	CCDC86
ILMN_1785345	53831	GPR84
ILMN_2044617	51001	MTERFD1
ILMN_1692896	65094	JMJD4
ILMN_1725387	114801	TMEM200A
ILMN_1701551	23460	ABCA6
ILMN_2169261	7136	TNNI2
ILMN_1754207	10761	PLAC1
ILMN_1797594	10725	NFAT5
ILMN_2343310	79659	DYNC2H1
ILMN_1690371	65003	MRPL11
ILMN_1807807	348235	SKA2
ILMN_2365307	80381	CD276
ILMN_1656373	54796	BNC2
ILMN_2225144	317649	EIF4E3
ILMN_1898124	285958	SNHG15
ILMN_1680659	79864	C11orf63
ILMN_2221408	10565	ARFGEF1
ILMN_1654778	4046	LSP1
ILMN_1689456	26137	ZBTB20
ILMN_1804051	29886	SNX8
ILMN_1742779	91687	CENPL
ILMN_1694126	347240	KIF24
ILMN_1746403	401375	GTF2IRD2P1
ILMN_1704702	4176	MCM7
ILMN_2125010	8935	SKAP2
ILMN_1800626	27244	SESN1
ILMN_1715905	79980	DSN1
ILMN_1729058	9522	SCAMP1
ILMN_2196569	9688	NUP93
ILMN_2101278	64407	RGS18
ILMN_1768577	5046	PCSK6
ILMN_1744574	142940	TRUB1
ILMN_1711799	55071	C9orf40
ILMN_2153332	6310	ATXN1
ILMN_1748883	1032	CDKN2D
ILMN_1768273	10940	POP1
ILMN_2228180	4482	MSRA
ILMN_1762407	81928	CABLES2
ILMN_1655849	145258	GSC
ILMN_2067607	54664	TMEM106B
ILMN_1783852	8763	CD164
ILMN_1672135	284370	ZNF615
ILMN_1769615	23768	FLRT2
ILMN_1775498	283991	FAM100B
ILMN_1702247	23582	CCNDBP1
ILMN_1651800	2948	GSTM4
ILMN_1776674	29901	SAC3D1
ILMN_1746699	151246	SGOL2
ILMN_2141259	10615	SPAG5
ILMN_1652082	2000	ELF4
ILMN_1858599	375287	RBM43
ILMN_1747622	945	CD33
ILMN_1715789	1793	DOCK1
ILMN_1696946	116150	NUS1
ILMN_2139396	57722	IGDCC4
ILMN_1724832	58495	OVOL2
ILMN_1787529	719	C3AR1
ILMN_1903049	202020	FLJ39653
ILMN_1727840	10237	SLC35B1
ILMN_1701248	54209	TREM2
ILMN_1761044	54584	GNB1L
ILMN_1712452	9585	KIF20B
ILMN_1802252	2597	GAPDH
ILMN_1803977	2589	GALNT1
ILMN_1806818	4172	MCM3
ILMN_1846922	100506057	LOC100506057
ILMN_1752728	2517	FUCA1
ILMN_1810729	5412	UBL3
ILMN_1765019	22908	SACM1L
ILMN_2043452	2178	FANCE
ILMN_1733560	51324	SPG21
ILMN_1653133	152503	SH3D19
ILMN_1687107	55159	RFWD3
ILMN_1729453	10867	TSPAN9
ILMN_1653553	283643	C14orf80
ILMN_2331163	8451	CUL4A
ILMN_1655046	10204	NUTF2
ILMN_1753165	65125	WNK1
ILMN_2404906	151648	SGOL1
ILMN_1701933	6622	SNCA
ILMN_1754272	64785	GINS3
ILMN_1796772	79822	ARHGAP28
ILMN_1747716	229	ALDOB
ILMN_1790555	57639	CCDC146
ILMN_1668634	55294	FBXW7
ILMN_1684045	55038	CDCA4
ILMN_1694491	900	CCNG1
ILMN_1659649	6445	SGCG
ILMN_1685928	89891	WDR34
ILMN_2328280	86	ACTL6A
ILMN_2358980	3611	ILK
ILMN_2101375	84318	CCDC77
ILMN_2135272	26157	GIMAP2
ILMN_1798654	4175	MCM6
ILMN_2105923	83695	C12orf32
ILMN_2045419	665	BNIP3L
ILMN_1783333	56942	CMC2
ILMN_2228710	9141	PDCD5
ILMN_2330243	4521	NUDT1
ILMN_1682336	84930	MASTL
ILMN_1657790	9295	SRSF11
ILMN_1711314	11164	NUDT5
ILMN_1838863	317762	CCDC85C
ILMN_1695745	84976	DISP1
ILMN_2379130	3654	IRAK1
ILMN_1765076	55198	APPL2
ILMN_2054392	51645	PPIL1
ILMN_1794505	7979	SHFM1
ILMN_1735093	8914	TIMELESS
ILMN_1651506	96764	TGS1
ILMN_1756541	10608	MXD4
ILMN_2267787	3257	HPS1
ILMN_1708101	84823	LMNB2
ILMN_1779353	54517	PUS7
ILMN_1715616	122769	LRR1
ILMN_1805828	7443	VRK1
ILMN_1689836	728	C5AR1
ILMN_1805395	4054	LTBP3
ILMN_2389013	11047	ADRM1
ILMN_2222234	10549	PRDX4
ILMN_1777584	3735	KARS
ILMN_1734138	9797	TATDN2
ILMN_1691736	30815	ST6GALNAC6
ILMN_1782129	9889	ZBED4
ILMN_1783973	284186	TMEM105
ILMN_1670218	118460	EXOSC6
ILMN_1742577	23560	GTPBP4
ILMN_2412564	22916	NCBP2
ILMN_1734827	4288	MKI67
ILMN_1796180	1408	CRY2
ILMN_1749243	8815	BANF1
ILMN_1788053	8604	SLC25A12
ILMN_2309534	201299	RDM1
ILMN_2184640	9221	NOLC1
ILMN_2174341	10888	GPR83
ILMN_1658830	54838	C10orf26
ILMN_1777411	477	ATP1A2
ILMN_2155272	80119	PIF1
ILMN_1799024	55697	VAC14
ILMN_1808566	79847	TMEM180
ILMN_2377980	5499	PPP1CA
ILMN_1654609	114915	EPB41L4A-AS1
ILMN_2151441	83640	FAM103A1
ILMN_1722583	10328	COX4NB
ILMN_1810228	8458	TTF2
ILMN_1776577	79075	DSCC1
ILMN_1700671	51513	ETV7
ILMN_2059505	10776	ARPP19
ILMN_1722102	51529	ANAPC11
ILMN_1737484	65078	RTN4R
ILMN_1799099	64518	TEKT3
ILMN_1663486	11011	TLK2
ILMN_1783728	9238	TBRG4
ILMN_1691487	7186	TRAF2
ILMN_1814719	5950	RBP4
ILMN_1712386	54069	MIS18A
ILMN_1799642	8805	TRIM24
ILMN_2202423	3070	HELLS
ILMN_1750711	80179	MYO19
ILMN_1763457	6444	SGCD
ILMN_1676515	3614	IMPDH1
ILMN_2166865	56943	ENY2
ILMN_1685496	6000	RGS7
ILMN_1714438	4595	MUTYH
ILMN_1708081	253558	LCLAT1
ILMN_1768293	9631	NUP155
ILMN_1796206	58508	MLL3
ILMN_2233099	6749	SSRP1
ILMN_1674661	1153	CIRBP
ILMN_1757697	55247	NEIL3
ILMN_1661622	51256	TBC1D7
ILMN_1696485	3182	HNRNPAB
ILMN_1674302	5471	PPAT
ILMN_1781479	6839	SUV39H1
ILMN_2215545	84319	C3orf26
ILMN_1660222	27085	MTBP
ILMN_1662198	5905	RANGAP1
ILMN_1695357	54908	CCDC99
ILMN_1798804	6732	SRPK1
ILMN_1786718	4723	NDUFV1
ILMN_1768020	93323	HAUS8
ILMN_1761996	6430	SRSF5
ILMN_1752895	9482	STX8
ILMN_1685042	23371	TENC1
ILMN_1736176	5347	PLK1
ILMN_1786429	10161	LPAR6
ILMN_1715908	29781	NCAPH2
ILMN_1784292	57037	ANKMY2
ILMN_1703617	10598	AHSA1
ILMN_1711904	83463	MXD3
ILMN_1734696	2483	FRG1
ILMN_1742074	84933	C8orf76
ILMN_1815500	3710	ITPR3
ILMN_1678605	8872	CDC123
ILMN_1736816	221150	SKA3
ILMN_1815264	25807	RHBDD3
ILMN_2278729	8662	EIF3B
ILMN_2351611	29979	UBQLN1
ILMN_1699121	57101	ANO2
ILMN_1703370	84885	ZDHHC12
ILMN_1665797	1434	CSE1L
ILMN_2355738	3619	INCENP
ILMN_1669177	79758	DHRS12
ILMN_2215881	89839	ARHGAP11B
ILMN_1660027	2213	FCGR2B
ILMN_1764230	84572	GNPTG
ILMN_1679382	10576	CCT2
ILMN_1789510	10963	STIP1
ILMN_1675024	79656	BEND5
ILMN_1683700	8742	TNFSF12
ILMN_1735827	11188	NISCH
ILMN_1686645	9724	UTP14C
ILMN_2075292	728269	MAGEA9B
ILMN_1815115	1537	CYC1
ILMN_1756572	27235	COQ2
ILMN_2132161	81930	KIF18A
ILMN_1803110	23450	SF3B3
ILMN_1719870	728833	FAM72D
ILMN_1811650	54920	DUS2L
ILMN_1673962	23165	NUP205
ILMN_1797318	51182	HSPA14
ILMN_1697998	113115	FAM54A
ILMN_1669142	80155	NAA15
ILMN_1694757	1514	CTSL1
ILMN_1681008	10668	CGRRF1
ILMN_1658327	11177	BAZ1A
ILMN_1717165	3476	IGBP1
ILMN_1673073	284403	WDR62
ILMN_2141941	26092	TOR1AIP1
ILMN_2409318	91433	RCCD1
ILMN_2210601	6041	RNASEL
ILMN_1727809	140901	STK35
ILMN_1729816	7419	VDAC3
ILMN_1796130	221710	C6orf228
ILMN_1770692	55759	WDR12
ILMN_1658259	4733	DRG1
ILMN_1696713	23649	POLA2
ILMN_1725612	10762	NUP50
ILMN_1804851	51373	MRPS17
ILMN_1810712	23365	ARHGEF12
ILMN_1652409	55812	SPATA7
ILMN_1756408	55742	PARVA
ILMN_1779404	22827	PUF60
ILMN_2374633	55055	ZWILCH
ILMN_1669557	55057	AIM1L
ILMN_2391051	2210	FCGR1B
ILMN_1681845	167153	PAPD4
ILMN_1689976	10085	EDIL3
ILMN_1771620	6629	SNRPB2
ILMN_1777483	139322	APOOL
ILMN_1683441	23310	NCAPD3
ILMN_1682792	705	BYSL
ILMN_2395240	11200	CHEK2
ILMN_1779530	57511	COG6
ILMN_1792820	26155	NOC2L
ILMN_2375418	1802	DPH2
ILMN_2189842	574042	SNORA10
ILMN_1654690	27440	CECR5
ILMN_1764794	5690	PSMB2
ILMN_1774661	6628	SNRPB
ILMN_1652580	5424	POLD1
ILMN_1811480	54936	ADPRHL2
ILMN_1807031	122525	C14orf28
ILMN_1661264	6472	SHMT2
ILMN_2077858	51547	SIRT7
ILMN_1670693	3991	LIPE
ILMN_1721116	9100	USP10
ILMN_1709032	79443	FYCO1
ILMN_1742922	5558	PRIM2
ILMN_1787477	79172	CENPO
ILMN_1723158	4839	NOP2
ILMN_1763739	6650	SOLH
ILMN_1747303	10212	DDX39A
ILMN_1695157	762	CA4
ILMN_1814583	10321	CRISP3
ILMN_1795905	57659	ZBTB4
ILMN_1696048	84935	C13orf33
ILMN_1696556	9816	URB2
ILMN_1784031	10469	TIMM44
ILMN_1652989	23279	NUP160
ILMN_1669635	79902	NUP85
ILMN_1708946	27183	VPS4A
ILMN_1681802	2870	GRK6
ILMN_1809607	10105	PPIF
ILMN_1800197	64979	MRPL36
ILMN_1796235	84916	CIRH1A
ILMN_1742145	9700	ESPL1
ILMN_1812489	64793	CEP85
ILMN_1656145	2805	GOT1
ILMN_1728225	57650	KIAA1524
ILMN_1790218	10907	TXNL4A
ILMN_1717403	84904	C9orf100
ILMN_1684929	11073	TOPBP1
ILMN_1708414	54552	GNL3L
ILMN_1680314	7295	TXN
ILMN_1719165	25855	BRMS1
ILMN_1760667	84265	POLR3GL
ILMN_2334204	54821	ERCC6L
ILMN_1790136	55257	C20orf20
ILMN_1815134	55300	PI4K2B
ILMN_1775931	2042	EPHA3
ILMN_1754643	8220	DGCR14
ILMN_2370336	51338	MS4A4A
ILMN_1716157	55833	UBAP2
ILMN_2126706	4001	LMNB1
ILMN_1685854	492311	IGIP
ILMN_1678962	1677	DFFB
ILMN_1812580	150223	YDJC
ILMN_2199676	22995	CEP152
ILMN_1799516	23234	DNAJC9
ILMN_1668270	84243	ZDHHC18
ILMN_1724986	348793	WDR53
ILMN_1790062	90268	FAM105B
ILMN_1778255	2193	FARSA
ILMN_2131882	84661	DPY30
ILMN_1797074	10436	EMG1
ILMN_1759495	57510	XPO5
ILMN_2257432	5888	RAD51
ILMN_2403994	22913	RALY
ILMN_1745172	3608	ILF2
ILMN_1858762	1768	DNAH6
ILMN_1668246	339456	TMEM52
ILMN_1696266	7517	XRCC3
ILMN_1715416	23511	NUP188
ILMN_2389114	63979	FIGNL1
ILMN_1683475	10452	TOMM40
ILMN_2412024	23210	JMJD6
ILMN_1723768	79671	NLRX1
ILMN_1671257	1736	DKC1
ILMN_1788099	25804	LSM4
ILMN_2395856	219854	TMEM218
ILMN_1707858	3015	H2AFZ
ILMN_1756793	11044	PAPD7
ILMN_1672811	54991	C1orf159
ILMN_1810992	790	CAD
ILMN_1716766	1054	CEBPG
ILMN_1793033	55131	RBM28
ILMN_1705746	55341	LSG1
ILMN_1710738	54542	RC3H2
ILMN_1662364	16	AARS
ILMN_1714515	6183	MRPS12
ILMN_1746704	81603	TRIM8
ILMN_1771903	79023	NUP37
ILMN_2126239	23381	SMG5
ILMN_1682501	23019	CNOT1
ILMN_2388155	836	CASP3
ILMN_1908824	100151684	RNU6ATAC
ILMN_1677736	54868	TMEM104
ILMN_1672496	3301	DNAJA1
ILMN_2410145	3164	NR4A1
ILMN_1750102	146956	EME1
ILMN_2066124	10939	AFG3L2
ILMN_1665583	203068	TUBB
ILMN_1719199	7289	TULP3
ILMN_1673450	23109	DDN
ILMN_2360184	27130	INVS
ILMN_1664750	51643	TMBIM4
ILMN_1744534	144363	LYRM5
ILMN_1666924	65018	PINK1
ILMN_2335319	170850	KCNG3
ILMN_2203463	65244	SPATS2
ILMN_1676058	55110	MAGOHB
ILMN_1795893	56900	TMEM167B
ILMN_1774427	57658	CALCOCO1
ILMN_1785914	990	CDC6
ILMN_1682008	6941	TCF19
ILMN_1739345	79081	C11orf48
ILMN_1680129	54888	NSUN2
ILMN_1669842	10036	CHAF1A
ILMN_1757627	116225	ZMYND19
ILMN_1665737	7353	UFD1L
ILMN_1716336	9793	CKAP5
ILMN_1710756	2023	ENO1
ILMN_1698072	10531	PITRM1
ILMN_1764891	171017	ZNF384
ILMN_1707236	3052	HCCS
ILMN_1653129	1478	CSTF2
ILMN_1766200	51063	CALHM2
ILMN_1772369	5160	PDHA1
ILMN_1799819	4141	MARS
ILMN_1678808	22863	ATG14
ILMN_2366391	5052	PRDX1
ILMN_1744649	5693	PSMB5
ILMN_2075334	8364	HIST1H4C
ILMN_1662184	375444	C5orf34
ILMN_1765621	3068	HDGF
ILMN_2179652	27166	PRELID1
ILMN_1784037	9923	ZBTB40
ILMN_1671885	8079	MLF2
ILMN_2182148	25927	CNRIP1
ILMN_1761147	2553	GABPB1
ILMN_1685415	26959	HBP1
ILMN_1651936	387893	SETD8
ILMN_1813028	23468	CBX5
ILMN_1792672	5433	POLR2D
ILMN_1742569	55149	MTPAP
ILMN_2072603	64928	MRPL14
ILMN_1681590	23367	LARP1
ILMN_1781999	10061	ABCF2
ILMN_1808110	6924	TCEB3
ILMN_2112829	150709	ANKAR
ILMN_1786658	388962	BOLA3
ILMN_1785406	4675	NAP1L3
ILMN_1797307	701	BUB1B
ILMN_1726711	5179	PENK
ILMN_1738420	199953	TMEM201
ILMN_1691926	3028	HSD17B10
ILMN_1794956	27241	BBS9
ILMN_1712184	8352	HIST1H3C
ILMN_1729051	2956	MSH6
ILMN_1761939	54962	TIPIN
ILMN_1707084	51619	UBE2D4
ILMN_2227473	10464	PIBF1
ILMN_1712432	5708	PSMD2
ILMN_1654542	83989	FAM172A
ILMN_1793894	25847	ANAPC13
ILMN_1780141	51669	TMEM66
ILMN_1766010	8565	YARS
ILMN_1786920	5927	KDM5A
ILMN_1678966	6636	SNRPF
ILMN_1785324	4522	MTHFD1
ILMN_1786893	10181	RBM5
ILMN_2370772	1981	EIF4G1
ILMN_1682098	5685	PSMA4
ILMN_1746633	203259	C9orf25
ILMN_1702806	79031	PDCL3
ILMN_1729611	80346	REEP4
ILMN_1815313	255324	EPGN
ILMN_1680831	9031	BAZ1B
ILMN_1787410	3692	EIF6
ILMN_1760201	1786	DNMT1
ILMN_1711069	51646	YPEL5
ILMN_1755235	23214	XPO6
ILMN_1757137	152641	WWC2-AS2
ILMN_1815039	88745	RRP36
ILMN_1683456	6354	CCL7
ILMN_1735432	23479	ISCU
ILMN_1663002	30968	STOML2
ILMN_1673252	7965	AIMP2
ILMN_1777220	7415	VCP
ILMN_1804953	343099	CCDC18
ILMN_1783075	253714	MMS22L
ILMN_1760741	4704	NDUFA9
ILMN_1721138	134266	GRPEL2
ILMN_1765520	4528	MTIF2
ILMN_1766222	23185	LARP4B
ILMN_1782745	5933	RBL1
ILMN_1724062	132660	LIN54
ILMN_1696038	150051	LOC150051
ILMN_1673711	3326	HSP90AB1
ILMN_1703565	29997	GLTSCR2
ILMN_2041327	51253	MRPL37
ILMN_1727459	4998	ORC1
ILMN_1668582	51185	CRBN
ILMN_1749629	8454	CUL1
ILMN_2384409	6863	TAC1
ILMN_1689972	9136	RRP9
ILMN_1688730	202052	DNAJC18
ILMN_1664682	1763	DNA2
ILMN_1697800	388284	C16orf86
ILMN_1811264	90416	C15orf57
ILMN_1669833	10603	SH2B2
ILMN_1805512	64743	WDR13
ILMN_1715437	57082	CASC5
ILMN_1680580	148709	LOC148709
ILMN_1671494	8078	USP5
ILMN_1689445	5437	POLR2H
ILMN_1658834	124245	ZC3H18
ILMN_1787326	26783	SNORA65
ILMN_1764165	201292	TRIM65
ILMN_1714599	819	CAMLG
ILMN_1806757	10514	MYBBP1A
ILMN_1677452	57109	REXO4
ILMN_1739086	26807	SNORD43
ILMN_1815933	29960	FTSJ2
ILMN_1800611	55722	CEP72
ILMN_1809010	5702	PSMC3
ILMN_1779399	6626	SNRPA
ILMN_1779184	348180	CTU2
ILMN_1678323	10157	AASS
ILMN_1781383	4796	TONSL
ILMN_2195957	23221	RHOBTB2
ILMN_2048388	65243	ZNF643
ILMN_1726756	2187	FANCB
ILMN_1689001	1019	CDK4
ILMN_1709085	83903	GSG2
ILMN_1746252	5425	POLD2
ILMN_1728060	57670	KIAA1549
ILMN_1756311	55325	UFSP2
ILMN_1704477	9377	COX5A
ILMN_1673815	9824	ARHGAP11A
ILMN_2207997	644414	DEFB131
ILMN_1720124	55920	RCC2
ILMN_2307883	9551	ATP5J2
ILMN_1814156	5695	PSMB7
ILMN_2251375	55734	ZFP64
ILMN_1811006	79733	E2F8
ILMN_1658010	2491	CENPI
ILMN_1695418	128239	IQGAP3
ILMN_1669252	8453	CUL2
ILMN_1674694	647946	LOC647946
ILMN_1762526	27127	SMC1B
ILMN_1772292	646278	LOC646278
ILMN_2194688	27123	DKK2
ILMN_1693928	64403	CDH24
ILMN_1707169	79814	AGMAT
ILMN_1763637	9711	KIAA0226
ILMN_1725121	7514	XPO1
ILMN_2054461	152098	ZCWPW2
ILMN_2154671	1340	COX6B1
ILMN_1696407	6427	SRSF2
ILMN_2344907	286151	FBXO43
ILMN_1666599	9299	SNORD30
ILMN_1789176	5689	PSMB1
ILMN_1660533	6184	RPN1
ILMN_1694475	54676	GTPBP2
ILMN_1683562	6637	SNRPG
ILMN_1715540	10293	TRAIP
ILMN_1657204	10055	SAE1
ILMN_1690327	1184	CLCN5
ILMN_1800731	55777	MBD5
ILMN_1756355	4722	NDUFS3
ILMN_2079004	4191	MDH2
ILMN_1682747	2175	FANCA
